Row ID,Order ID,Order Date,Shipped Date,City,Country,Category,Sub-Category,Product ID,Product Name,Customer ID,Customer Name,Segment,Sales,Quantity,Discount,Profit,Region,State
3775,US-2014-102715,20-07-2014,23-07-2014,Miami,United States,Technology,Accessories,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,JK-15370,Jay Kimmel,Consumer,383.976,3,0.2,81.5949,South,Florida
3776,US-2014-102715,05-02-2016,10-02-2016,Miami,United States,Office Supplies,Paper,OFF-PA-10000029,Xerox 224,JK-15370,Jay Kimmel,Consumer,10.368,2,0.2,3.6288,South,Florida
3777,US-2014-102715,23-03-2017,25-03-2017,Miami,United States,Technology,Accessories,TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,JK-15370,Jay Kimmel,Consumer,335.944,7,0.2,41.993,South,Florida
3778,CA-2015-107937,04-04-2016,08-04-2016,Chula Vista,United States,Furniture,Furnishings,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",JB-16045,Julia Barnett,Home Office,665.88,6,0,106.5408,West,California
3779,US-2017-148768,22-09-2014,28-09-2014,Miami,United States,Technology,Phones,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,PN-18775,Parhena Norris,Home Office,71.976,3,0.2,8.997,South,Florida
3780,CA-2017-118521,22-09-2014,28-09-2014,New York City,United States,Office Supplies,Paper,OFF-PA-10003465,Xerox 1912,LF-17185,Luke Foster,Consumer,37.94,2,0,18.2112,East,New York
3781,CA-2014-149643,19-08-2014,23-08-2014,Manhattan,United States,Technology,Phones,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,RH-19510,Rick Huthwaite,Home Office,273.96,2,0,10.9584,Central,Kansas
3782,CA-2015-135314,12-08-2017,19-08-2017,Philadelphia,United States,Technology,Phones,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,MC-17575,Matt Collins,Consumer,269.982,3,0.4,40.4973,East,Pennsylvania
3783,CA-2017-165204,26-06-2016,26-06-2016,Memphis,United States,Office Supplies,Paper,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",MN-17935,Michael Nguyen,Consumer,8.904,3,0.2,3.339,South,Tennessee
3784,CA-2017-165204,30-06-2017,04-07-2017,Memphis,United States,Office Supplies,Storage,OFF-ST-10003716,Tennsco Double-Tier Lockers,MN-17935,Michael Nguyen,Consumer,720.064,4,0.2,-63.0056,South,Tennessee
3785,CA-2017-125752,22-04-2017,26-04-2017,Fort Lauderdale,United States,Technology,Accessories,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",EH-14125,Eugene Hildebrand,Home Office,41.424,2,0.2,8.2848,South,Florida
3786,CA-2017-112487,09-03-2016,12-03-2016,Columbus,United States,Office Supplies,Binders,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,TC-21535,Tracy Collins,Home Office,3.132,2,0.7,-2.61,East,Ohio
3787,CA-2016-144218,25-11-2016,30-11-2016,Los Angeles,United States,Office Supplies,Storage,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",JD-15895,Jonathan Doherty,Corporate,1085.42,7,0,282.2092,West,California
3788,CA-2016-169971,11-04-2014,18-04-2014,Houston,United States,Office Supplies,Art,OFF-AR-10002804,Faber Castell Col-Erase Pencils,IL-15100,Ivan Liston,Consumer,3.912,1,0.2,1.0269,Central,Texas
3789,CA-2016-169971,10-11-2016,13-11-2016,Houston,United States,Office Supplies,Art,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",IL-15100,Ivan Liston,Consumer,62.376,3,0.2,7.0173,Central,Texas
3790,US-2016-133508,28-05-2015,03-06-2015,Omaha,United States,Office Supplies,Fasteners,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",SW-20350,Sean Wendt,Home Office,29.05,5,0,9.0055,Central,Nebraska
3791,CA-2014-107139,28-05-2015,03-06-2015,Los Angeles,United States,Office Supplies,Binders,OFF-BI-10001670,Vinyl Sectional Post Binders,DP-13390,Dennis Pardue,Home Office,180.96,6,0.2,67.86,West,California
3792,CA-2015-111325,09-05-2017,11-05-2017,Altoona,United States,Office Supplies,Binders,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",BT-11395,Bill Tyler,Corporate,4.419,3,0.7,-3.3879,East,Pennsylvania
3793,CA-2015-111325,09-05-2017,11-05-2017,Altoona,United States,Office Supplies,Art,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",BT-11395,Bill Tyler,Corporate,16.032,6,0.2,2.2044,East,Pennsylvania
3794,CA-2015-163762,30-03-2014,05-04-2014,New York City,United States,Office Supplies,Art,OFF-AR-10001915,Peel-Off China Markers,JE-15475,Jeremy Ellison,Consumer,29.79,3,0,12.5118,East,New York
3795,US-2014-117163,30-08-2014,04-09-2014,San Diego,United States,Office Supplies,Storage,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,EJ-13720,Ed Jacobs,Consumer,57.23,1,0,14.3075,West,California
3796,US-2014-117163,30-11-2016,06-12-2016,San Diego,United States,Furniture,Tables,FUR-TA-10003469,Balt Split Level Computer Training Table,EJ-13720,Ed Jacobs,Consumer,333,3,0.2,-16.65,West,California
3797,US-2014-117163,22-12-2017,26-12-2017,San Diego,United States,Office Supplies,Art,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,EJ-13720,Ed Jacobs,Consumer,36.44,4,0,12.0252,West,California
3798,CA-2017-121314,30-04-2014,02-05-2014,Miami,United States,Office Supplies,Paper,OFF-PA-10003395,Xerox 1941,BE-11410,Bobby Elias,Consumer,251.64,3,0.2,88.074,South,Florida
3799,CA-2017-147760,14-11-2017,18-11-2017,Greensboro,United States,Furniture,Tables,FUR-TA-10004575,Hon 5100 Series Wood Tables,KL-16555,Kelly Lampkin,Corporate,523.764,3,0.4,-192.0468,South,North Carolina
3800,CA-2017-147760,04-09-2016,09-09-2016,Greensboro,United States,Technology,Phones,TEC-PH-10002483,Motorola Moto X,KL-16555,Kelly Lampkin,Corporate,1359.96,5,0.2,118.9965,South,North Carolina
3801,CA-2016-156503,29-12-2016,02-01-2017,Jacksonville,United States,Furniture,Chairs,FUR-CH-10003606,SAFCO Folding Chair Trolley,NC-18415,Nathan Cano,Consumer,102.592,1,0.2,10.2592,South,North Carolina
3802,CA-2016-156503,06-10-2014,09-10-2014,Jacksonville,United States,Technology,Accessories,TEC-AC-10002473,Maxell 4.7GB DVD-R,NC-18415,Nathan Cano,Consumer,22.704,1,0.2,5.9598,South,North Carolina
3803,CA-2016-156503,24-09-2017,28-09-2017,Jacksonville,United States,Office Supplies,Paper,OFF-PA-10002319,Xerox 1944,NC-18415,Nathan Cano,Consumer,93.024,3,0.2,33.7212,South,North Carolina
3804,CA-2016-156503,18-11-2014,20-11-2014,Jacksonville,United States,Office Supplies,Supplies,OFF-SU-10000946,Staple remover,NC-18415,Nathan Cano,Consumer,12.768,2,0.2,1.4364,South,North Carolina
3805,CA-2016-156503,01-12-2017,06-12-2017,Jacksonville,United States,Office Supplies,Envelopes,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",NC-18415,Nathan Cano,Consumer,35.008,4,0.2,13.128,South,North Carolina
3806,CA-2016-156503,17-09-2017,23-09-2017,Jacksonville,United States,Office Supplies,Paper,OFF-PA-10002377,Xerox 1916,NC-18415,Nathan Cano,Consumer,39.152,1,0.2,14.682,South,North Carolina
3807,CA-2015-113628,18-11-2017,18-11-2017,Plantation,United States,Office Supplies,Art,OFF-AR-10001246,Newell 317,AH-10690,Anna Häberlin,Corporate,11.76,5,0.2,1.323,South,Florida
3808,CA-2015-113628,18-11-2017,18-11-2017,Plantation,United States,Office Supplies,Binders,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,AH-10690,Anna Häberlin,Corporate,5.238,2,0.7,-4.0158,South,Florida
3809,CA-2015-113628,12-06-2015,16-06-2015,Plantation,United States,Office Supplies,Binders,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",AH-10690,Anna Häberlin,Corporate,4.662,3,0.7,-3.7296,South,Florida
3810,CA-2015-113628,21-04-2014,26-04-2014,Plantation,United States,Furniture,Chairs,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",AH-10690,Anna Häberlin,Corporate,523.92,5,0.2,-72.039,South,Florida
3811,CA-2015-113628,06-02-2015,08-02-2015,Plantation,United States,Technology,Phones,TEC-PH-10000441,VTech DS6151,AH-10690,Anna Häberlin,Corporate,100.792,1,0.2,10.0792,South,Florida
3812,CA-2015-113628,13-10-2017,15-10-2017,Plantation,United States,Furniture,Chairs,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",AH-10690,Anna Häberlin,Corporate,146.136,3,0.2,16.4403,South,Florida
3813,CA-2017-147753,13-10-2014,15-10-2014,Milwaukee,United States,Office Supplies,Labels,OFF-LA-10003537,Avery 515,PK-19075,Pete Kriz,Consumer,25.06,2,0,11.7782,Central,Wisconsin
3814,CA-2015-103961,23-01-2016,27-01-2016,Quincy,United States,Office Supplies,Labels,OFF-LA-10004484,Avery 476,NG-18430,Nathan Gelder,Consumer,19.824,6,0.2,6.4428,Central,Illinois
3815,CA-2016-152471,01-12-2016,01-12-2016,Jacksonville,United States,Technology,Phones,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,ZD-21925,Zuschuss Donatelli,Consumer,823.96,5,0.2,51.4975,South,Florida
3816,CA-2016-152471,03-08-2017,08-08-2017,Jacksonville,United States,Office Supplies,Paper,OFF-PA-10004965,Xerox 1921,ZD-21925,Zuschuss Donatelli,Consumer,15.984,2,0.2,4.995,South,Florida
3817,CA-2015-102582,11-02-2014,15-02-2014,Mobile,United States,Furniture,Tables,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,NW-18400,Natalie Webber,Consumer,801.96,2,0,200.49,South,Alabama
3818,CA-2015-102582,11-11-2015,11-11-2015,Mobile,United States,Technology,Phones,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,NW-18400,Natalie Webber,Consumer,59.97,3,0,0,South,Alabama
3819,CA-2015-102582,21-03-2017,25-03-2017,Mobile,United States,Furniture,Chairs,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",NW-18400,Natalie Webber,Consumer,1056.86,7,0,306.4894,South,Alabama
3820,CA-2017-141873,08-06-2014,13-06-2014,New York City,United States,Office Supplies,Binders,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,HG-14845,Harry Greene,Consumer,12.816,3,0.2,4.3254,East,New York
3821,CA-2017-141873,17-12-2017,21-12-2017,New York City,United States,Furniture,Bookcases,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",HG-14845,Harry Greene,Consumer,314.352,3,0.2,-15.7176,East,New York
3822,CA-2017-141873,03-06-2017,07-06-2017,New York City,United States,Office Supplies,Paper,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",HG-14845,Harry Greene,Consumer,18.98,2,0,8.9206,East,New York
3823,CA-2017-141873,05-04-2014,07-04-2014,New York City,United States,Office Supplies,Binders,OFF-BI-10003655,Durable Pressboard Binders,HG-14845,Harry Greene,Consumer,18.24,6,0.2,6.156,East,New York
3824,CA-2015-140984,26-08-2017,27-08-2017,New York City,United States,Office Supplies,Storage,OFF-ST-10000585,Economy Rollaway Files,CC-12685,Craig Carroll,Consumer,991.2,6,0,257.712,East,New York
3825,CA-2015-140984,14-10-2014,17-10-2014,New York City,United States,Technology,Copiers,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,CC-12685,Craig Carroll,Consumer,879.984,2,0.2,329.994,East,New York
3826,CA-2015-140984,07-03-2014,12-03-2014,New York City,United States,Office Supplies,Binders,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,CC-12685,Craig Carroll,Consumer,12.96,9,0.2,4.536,East,New York
3827,CA-2014-132801,19-11-2014,24-11-2014,Dallas,United States,Office Supplies,Storage,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",JG-15805,John Grady,Corporate,107.44,10,0.2,10.744,Central,Texas
3828,CA-2017-141733,31-08-2017,05-09-2017,Detroit,United States,Furniture,Chairs,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,RW-19540,Rick Wilson,Corporate,1458.65,5,0,423.0085,Central,Michigan
3829,CA-2017-141733,27-12-2015,31-12-2015,Detroit,United States,Furniture,Chairs,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,RW-19540,Rick Wilson,Corporate,26.64,1,0,7.4592,Central,Michigan
3830,CA-2017-141733,28-08-2015,02-09-2015,Detroit,United States,Furniture,Chairs,FUR-CH-10000595,Safco Contoured Stacking Chairs,RW-19540,Rick Wilson,Corporate,476.8,2,0,119.2,Central,Michigan
3831,CA-2017-141733,29-09-2014,04-10-2014,Detroit,United States,Office Supplies,Appliances,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,RW-19540,Rick Wilson,Corporate,87.444,2,0.1,18.4604,Central,Michigan
3832,US-2015-111927,27-03-2017,29-03-2017,Dover,United States,Furniture,Furnishings,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",LS-17230,Lycoris Saunders,Consumer,76.14,3,0,26.649,East,Delaware
3833,US-2015-111927,31-05-2015,02-06-2015,Dover,United States,Office Supplies,Binders,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",LS-17230,Lycoris Saunders,Consumer,19.96,2,0,9.3812,East,Delaware
3834,CA-2014-105984,14-01-2017,20-01-2017,Columbus,United States,Technology,Phones,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),MY-18295,Muhammed Yedwab,Corporate,1049.97,5,0.4,-209.994,East,Ohio
3835,CA-2014-105984,14-01-2017,20-01-2017,Columbus,United States,Furniture,Chairs,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,MY-18295,Muhammed Yedwab,Corporate,611.058,3,0.3,-34.9176,East,Ohio
3836,CA-2014-100363,29-01-2017,31-01-2017,Glendale,United States,Office Supplies,Fasteners,OFF-FA-10000611,Binder Clips by OIC,JM-15655,Jim Mitchum,Corporate,2.368,2,0.2,0.8288,West,Arizona
3837,CA-2014-100363,28-12-2014,03-01-2015,Glendale,United States,Office Supplies,Paper,OFF-PA-10004733,Things To Do Today Spiral Book,JM-15655,Jim Mitchum,Corporate,19.008,3,0.2,6.8904,West,Arizona
3838,CA-2014-126760,12-04-2015,17-04-2015,North Las Vegas,United States,Technology,Phones,TEC-PH-10001363,Apple iPhone 5S,KM-16720,Kunst Miller,Consumer,911.984,2,0.2,113.998,West,Nevada
3839,CA-2014-126760,09-06-2014,14-06-2014,North Las Vegas,United States,Furniture,Chairs,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,KM-16720,Kunst Miller,Consumer,674.352,3,0.2,-109.5822,West,Nevada
3840,CA-2014-126760,17-09-2016,22-09-2016,North Las Vegas,United States,Furniture,Furnishings,FUR-FU-10004018,Tensor Computer Mounted Lamp,KM-16720,Kunst Miller,Consumer,134.01,9,0,36.1827,West,Nevada
3841,CA-2014-126760,04-03-2017,09-03-2017,North Las Vegas,United States,Technology,Accessories,TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,KM-16720,Kunst Miller,Consumer,170.97,3,0,70.0977,West,Nevada
3842,US-2014-109162,21-12-2017,25-12-2017,Bristol,United States,Furniture,Chairs,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",KE-16420,Katrina Edelman,Corporate,170.352,3,0.2,10.647,South,Tennessee
3843,CA-2014-101931,21-12-2017,25-12-2017,Los Angeles,United States,Office Supplies,Binders,OFF-BI-10004140,Avery Non-Stick Binders,TS-21370,Todd Sumrall,Corporate,7.184,2,0.2,2.245,West,California
3844,CA-2014-101931,20-11-2015,26-11-2015,Los Angeles,United States,Office Supplies,Supplies,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,TS-21370,Todd Sumrall,Corporate,6.28,2,0,0.0628,West,California
3845,CA-2014-101931,06-11-2017,11-11-2017,Los Angeles,United States,Office Supplies,Supplies,OFF-SU-10000646,Premier Automatic Letter Opener,TS-21370,Todd Sumrall,Corporate,480.74,2,0,14.4222,West,California
3846,CA-2014-101931,01-08-2015,07-08-2015,Los Angeles,United States,Furniture,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,TS-21370,Todd Sumrall,Corporate,616.998,6,0.15,-36.294,West,California
3847,CA-2014-101931,19-04-2016,24-04-2016,Los Angeles,United States,Office Supplies,Storage,OFF-ST-10003442,Eldon Portable Mobile Manager,TS-21370,Todd Sumrall,Corporate,141.4,5,0,38.178,West,California
3848,CA-2017-129000,19-04-2016,24-04-2016,Canton,United States,Office Supplies,Storage,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,SZ-20035,Sam Zeldin,Home Office,501.81,3,0,0,Central,Michigan
3849,CA-2017-161053,24-11-2015,28-11-2015,Fayetteville,United States,Office Supplies,Binders,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,JE-15745,Joel Eaton,Consumer,691.96,4,0,318.3016,South,Arkansas
3850,CA-2017-161053,13-06-2014,17-06-2014,Fayetteville,United States,Technology,Accessories,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",JE-15745,Joel Eaton,Consumer,34.95,5,0,15.378,South,Arkansas
3851,CA-2015-142377,31-10-2014,04-11-2014,Springfield,United States,Office Supplies,Paper,OFF-PA-10001970,Xerox 1881,MS-17980,Michael Stewart,Corporate,85.96,7,0,40.4012,Central,Missouri
3852,CA-2015-127593,10-06-2017,13-06-2017,Quincy,United States,Furniture,Furnishings,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",DH-13675,Duane Huffman,Home Office,85.3,2,0,14.501,East,Massachusetts
3853,CA-2017-130526,02-12-2017,03-12-2017,Rockford,United States,Office Supplies,Binders,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,GT-14755,Guy Thornton,Consumer,33.568,8,0.8,-53.7088,Central,Illinois
3854,US-2017-131849,15-06-2017,20-06-2017,San Francisco,United States,Furniture,Furnishings,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",GH-14410,Gary Hansen,Home Office,4.95,1,0,2.178,West,California
3855,US-2017-131849,18-12-2017,19-12-2017,San Francisco,United States,Office Supplies,Storage,OFF-ST-10002957,Sterilite Show Offs Storage Containers,GH-14410,Gary Hansen,Home Office,26.4,5,0,0,West,California
3856,US-2017-105389,30-06-2014,03-07-2014,San Antonio,United States,Office Supplies,Binders,OFF-BI-10004364,Storex Dura Pro Binders,DM-13015,Darrin Martin,Consumer,3.564,3,0.8,-6.237,Central,Texas
3857,US-2017-105389,18-04-2014,23-04-2014,San Antonio,United States,Technology,Phones,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,DM-13015,Darrin Martin,Consumer,823.96,5,0.2,51.4975,Central,Texas
3858,US-2017-105389,18-04-2014,23-04-2014,San Antonio,United States,Office Supplies,Art,OFF-AR-10000634,Newell 320,DM-13015,Darrin Martin,Consumer,10.272,3,0.2,0.8988,Central,Texas
3859,CA-2014-140816,20-12-2014,23-12-2014,Thornton,United States,Technology,Accessories,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,TC-21295,Toby Carlisle,Consumer,447.944,7,0.2,89.5888,West,Colorado
3860,CA-2017-154039,20-12-2014,23-12-2014,Chicago,United States,Furniture,Tables,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",JK-16120,Julie Kriz,Home Office,480.96,3,0.5,-269.3376,Central,Illinois
3861,CA-2017-154039,18-09-2015,23-09-2015,Chicago,United States,Technology,Phones,TEC-PH-10002789,LG Exalt,JK-16120,Julie Kriz,Home Office,124.792,1,0.2,10.9193,Central,Illinois
3862,CA-2014-135755,19-02-2017,20-02-2017,Yonkers,United States,Office Supplies,Binders,OFF-BI-10004828,GBC Poly Designer Binding Covers,NC-18415,Nathan Cano,Consumer,40.176,3,0.2,14.5638,East,New York
3863,CA-2014-135755,09-12-2017,13-12-2017,Yonkers,United States,Office Supplies,Binders,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",NC-18415,Nathan Cano,Consumer,10.896,3,0.2,3.9498,East,New York
3864,CA-2017-123246,25-06-2015,01-07-2015,San Diego,United States,Office Supplies,Art,OFF-AR-10001770,Economy #2 Pencils,AJ-10960,Astrea Jones,Consumer,10.64,4,0,2.7664,West,California
3865,CA-2015-157133,06-05-2014,11-05-2014,Champaign,United States,Furniture,Furnishings,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",LC-16885,Lena Creighton,Consumer,151.96,5,0.6,-182.352,Central,Illinois
3866,CA-2014-124709,26-08-2016,28-08-2016,San Francisco,United States,Technology,Accessories,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,GW-14605,Giulietta Weimer,Consumer,238,2,0,38.08,West,California
3867,CA-2017-146360,26-12-2016,31-12-2016,Lawrence,United States,Technology,Accessories,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",SC-20305,Sean Christensen,Consumer,155.34,6,0,55.9224,Central,Indiana
3868,CA-2015-132486,27-04-2017,29-04-2017,San Diego,United States,Technology,Accessories,TEC-AC-10000710,Maxell DVD-RAM Discs,JF-15355,Jay Fein,Consumer,148.32,9,0,63.7776,West,California
3869,CA-2015-132486,27-04-2017,29-04-2017,San Diego,United States,Furniture,Chairs,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",JF-15355,Jay Fein,Consumer,240.784,1,0.2,27.0882,West,California
3870,CA-2015-132486,27-04-2017,29-04-2017,San Diego,United States,Furniture,Chairs,FUR-CH-10004540,Global Chrome Stack Chair,JF-15355,Jay Fein,Consumer,191.968,7,0.2,16.7972,West,California
3871,CA-2015-132486,29-06-2017,30-06-2017,San Diego,United States,Office Supplies,Paper,OFF-PA-10004971,Xerox 196,JF-15355,Jay Fein,Consumer,11.56,2,0,5.6644,West,California
3872,CA-2015-132486,10-11-2016,13-11-2016,San Diego,United States,Office Supplies,Envelopes,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",JF-15355,Jay Fein,Consumer,11.8,4,0,5.664,West,California
3873,CA-2015-132486,15-01-2017,19-01-2017,San Diego,United States,Furniture,Chairs,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,JF-15355,Jay Fein,Consumer,842.352,3,0.2,42.1176,West,California
3874,CA-2016-136231,30-04-2017,05-05-2017,Johnson City,United States,Office Supplies,Envelopes,OFF-EN-10001099,Staple envelope,DM-13015,Darrin Martin,Consumer,23.472,3,0.2,7.6284,South,Tennessee
3875,CA-2016-136231,09-09-2017,14-09-2017,Johnson City,United States,Office Supplies,Binders,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",DM-13015,Darrin Martin,Consumer,86.058,7,0.7,-63.1092,South,Tennessee
3876,CA-2016-136231,11-11-2014,18-11-2014,Johnson City,United States,Technology,Phones,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,DM-13015,Darrin Martin,Consumer,108.784,2,0.2,6.799,South,Tennessee
3877,CA-2016-136231,12-10-2017,14-10-2017,Johnson City,United States,Office Supplies,Paper,OFF-PA-10000327,Xerox 1971,DM-13015,Darrin Martin,Consumer,10.272,3,0.2,3.21,South,Tennessee
3878,CA-2016-140641,14-11-2016,15-11-2016,Tampa,United States,Office Supplies,Binders,OFF-BI-10001191,Canvas Sectional Post Binders,EP-13915,Emily Phan,Consumer,38.19,5,0.7,-26.733,South,Florida
3879,CA-2014-151001,22-04-2015,26-04-2015,Decatur,United States,Office Supplies,Storage,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",JG-15805,John Grady,Corporate,49.632,4,0.2,3.7224,Central,Illinois
3880,CA-2014-151001,10-12-2015,15-12-2015,Decatur,United States,Office Supplies,Storage,OFF-ST-10001031,Adjustable Personal File Tote,JG-15805,John Grady,Corporate,52.096,4,0.2,3.9072,Central,Illinois
3881,CA-2015-129896,19-09-2017,24-09-2017,Gilbert,United States,Office Supplies,Paper,OFF-PA-10002245,Xerox 1895,PF-19120,Peter Fuller,Consumer,9.568,2,0.2,2.99,West,Arizona
3882,CA-2015-129896,19-09-2017,24-09-2017,Gilbert,United States,Office Supplies,Storage,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",PF-19120,Peter Fuller,Consumer,82.368,2,0.2,-19.5624,West,Arizona
3883,CA-2015-129896,26-04-2014,30-04-2014,Gilbert,United States,Furniture,Furnishings,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",PF-19120,Peter Fuller,Consumer,364.704,6,0.2,-36.4704,West,Arizona
3884,CA-2015-129896,07-12-2014,10-12-2014,Gilbert,United States,Furniture,Furnishings,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",PF-19120,Peter Fuller,Consumer,40.256,4,0.2,11.0704,West,Arizona
3885,CA-2014-152849,22-05-2017,25-05-2017,Knoxville,United States,Office Supplies,Art,OFF-AR-10002833,Newell 322,DW-13195,David Wiener,Corporate,4.368,3,0.2,0.3822,South,Tennessee
3886,US-2017-127341,02-05-2017,06-05-2017,Chicago,United States,Office Supplies,Binders,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",CK-12595,Clytie Kelty,Consumer,12.128,4,0.8,-20.6176,Central,Illinois
3887,CA-2016-167759,30-03-2017,30-03-2017,Bloomington,United States,Technology,Phones,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,CC-12670,Craig Carreira,Consumer,134.85,3,0,37.758,Central,Indiana
3888,CA-2014-100895,05-12-2014,10-12-2014,Roswell,United States,Office Supplies,Art,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",SV-20785,Stewart Visinsky,Consumer,8.56,2,0,2.6536,South,Georgia
3889,CA-2014-100895,25-11-2014,29-11-2014,Roswell,United States,Technology,Phones,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,SV-20785,Stewart Visinsky,Consumer,239.97,3,0,67.1916,South,Georgia
3890,CA-2014-100895,29-09-2017,01-10-2017,Roswell,United States,Office Supplies,Storage,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",SV-20785,Stewart Visinsky,Consumer,356.94,2,0,107.082,South,Georgia
3891,US-2016-163881,28-01-2016,01-02-2016,Los Angeles,United States,Technology,Accessories,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,SP-20860,Sung Pak,Corporate,659.9,2,0,217.767,West,California
3892,US-2016-163881,06-04-2014,10-04-2014,Los Angeles,United States,Furniture,Chairs,FUR-CH-10001394,Global Leather Executive Chair,SP-20860,Sung Pak,Corporate,1684.752,6,0.2,210.594,West,California
3893,US-2016-163881,17-12-2015,19-12-2015,Los Angeles,United States,Technology,Accessories,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,SP-20860,Sung Pak,Corporate,559.92,8,0,190.3728,West,California
