Row ID,Order ID,Order Date,Ship Date,City,Country,Category,Sub-Category,Product ID,Product Name,Customer ID,Customer Name,Segment,Sales,Quantity,Discount,Profit
5001,CA-2017-159688,05-07-2017,05-12-2017,Los Angeles,United States,Technology,Accessories,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,AB-10060,Adam Bellavance,Home Office,79.99,1,0,28.7964
5002,CA-2016-136126,5/24/2016,5/24/2016,Newport News,United States,Office Supplies,Supplies,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",EH-14125,Eugene Hildebrand,Home Office,69.5,5,0,20.155
5003,CA-2016-136126,5/24/2016,5/24/2016,Newport News,United States,Office Supplies,Paper,OFF-PA-10004327,Xerox 1911,EH-14125,Eugene Hildebrand,Home Office,191.6,4,0,91.968
5004,CA-2016-155033,10-07-2016,10-12-2016,Los Angeles,United States,Office Supplies,Paper,OFF-PA-10000143,Astroparche Fine Business Paper,CC-12475,Cindy Chapman,Consumer,10.56,2,0,5.0688
5005,CA-2014-156006,4/30/2014,05-02-2014,Jackson,United States,Technology,Accessories,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,TM-21010,Tamara Manning,Consumer,47.79,3,0,16.2486
5006,CA-2015-158659,11-10-2015,11/14/2015,Richmond,United States,Office Supplies,Storage,OFF-ST-10003306,Letter Size Cart,SC-20695,Steve Chapman,Corporate,714.3,5,0,207.147
5007,CA-2015-169796,11-09-2015,11/14/2015,New York City,United States,Technology,Machines,TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,Dp-13240,Dean percer,Home Office,2321.9,2,0,1114.512
5008,CA-2015-169796,11-09-2015,11/14/2015,New York City,United States,Office Supplies,Storage,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Dp-13240,Dean percer,Home Office,17.94,3,0,3.0498
5009,CA-2015-102876,09-07-2015,9/14/2015,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10004781,GBC Wire Binding Strips,LR-17035,Lisa Ryan,Corporate,9.522,1,0.7,-6.9828
5010,CA-2015-102876,09-07-2015,9/14/2015,Philadelphia,United States,Technology,Phones,TEC-PH-10002680,Samsung Galaxy Note 3,LR-17035,Lisa Ryan,Corporate,791.964,6,0.4,-131.994
5011,CA-2015-102876,09-07-2015,9/14/2015,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10000848,Angle-D Ring Binders,LR-17035,Lisa Ryan,Corporate,4.923,3,0.7,-3.9384
5012,US-2017-139647,05-11-2017,5/13/2017,Phoenix,United States,Furniture,Bookcases,FUR-BO-10004467,Bestar Classic Bookcase,TS-21370,Todd Sumrall,Corporate,209.979,7,0.7,-356.9643
5013,US-2017-160465,7/21/2017,7/26/2017,Cleveland,United States,Office Supplies,Binders,OFF-BI-10001670,Vinyl Sectional Post Binders,SW-20350,Sean Wendt,Home Office,33.93,3,0.7,-22.62
5014,US-2017-160465,7/21/2017,7/26/2017,Cleveland,United States,Office Supplies,Storage,OFF-ST-10000136,Letter Size File,SW-20350,Sean Wendt,Home Office,222.32,7,0.2,25.011
5015,US-2017-160465,7/21/2017,7/26/2017,Cleveland,United States,Technology,Phones,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,SW-20350,Sean Wendt,Home Office,210.564,6,0.4,-52.641
5016,CA-2014-153850,11/24/2014,11/29/2014,Toledo,United States,Furniture,Furnishings,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",TH-21100,Thea Hendricks,Consumer,35.168,7,0.2,9.6712
5017,CA-2014-153850,11/24/2014,11/29/2014,Toledo,United States,Technology,Phones,TEC-PH-10002584,Samsung Galaxy S4,TH-21100,Thea Hendricks,Consumer,1502.376,4,0.4,-250.396
5018,CA-2014-127558,11/15/2014,11/18/2014,Los Angeles,United States,Furniture,Furnishings,FUR-FU-10002505,Eldon 100 Class Desk Accessories,SS-20410,Shahid Shariari,Consumer,10.11,3,0,3.2352
5019,CA-2014-127558,11/15/2014,11/18/2014,Los Angeles,United States,Technology,Accessories,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,SS-20410,Shahid Shariari,Consumer,772.47,3,0,146.7693
5020,CA-2014-127558,11/15/2014,11/18/2014,Los Angeles,United States,Office Supplies,Supplies,OFF-SU-10002537,Acme Box Cutter Scissors,SS-20410,Shahid Shariari,Consumer,20.46,2,0,5.3196
5021,CA-2017-136511,3/23/2017,3/25/2017,New York City,United States,Office Supplies,Supplies,OFF-SU-10003505,Premier Electric Letter Opener,MZ-17515,Mary Zewe,Corporate,347.58,3,0,17.379
5022,CA-2016-133795,12/18/2016,12/24/2016,San Diego,United States,Technology,Accessories,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,JE-15475,Jeremy Ellison,Consumer,72.64,2,0,21.792
5023,CA-2016-133795,12/18/2016,12/24/2016,San Diego,United States,Technology,Accessories,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,JE-15475,Jeremy Ellison,Consumer,772.47,3,0,146.7693
5024,CA-2016-133795,12/18/2016,12/24/2016,San Diego,United States,Furniture,Furnishings,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",JE-15475,Jeremy Ellison,Consumer,39.92,4,0,11.1776
5025,US-2017-130953,7/29/2017,08-03-2017,Oklahoma City,United States,Office Supplies,Binders,OFF-BI-10004828,GBC Poly Designer Binding Covers,RF-19735,Roland Fjeld,Consumer,33.48,2,0,16.4052
5026,US-2017-130953,7/29/2017,08-03-2017,Oklahoma City,United States,Technology,Phones,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,RF-19735,Roland Fjeld,Consumer,461.97,3,0,133.9713
5027,US-2017-130953,7/29/2017,08-03-2017,Oklahoma City,United States,Office Supplies,Appliances,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",RF-19735,Roland Fjeld,Consumer,137.62,2,0,60.5528
5028,US-2017-130953,7/29/2017,08-03-2017,Oklahoma City,United States,Furniture,Chairs,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,RF-19735,Roland Fjeld,Consumer,302.67,3,0,72.6408
5029,CA-2014-151792,09-02-2014,09-07-2014,Chicago,United States,Technology,Accessories,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,CV-12295,Christina VanderZanden,Consumer,239.976,3,0.2,53.9946
5030,CA-2017-139304,1/29/2017,02-02-2017,San Francisco,United States,Office Supplies,Art,OFF-AR-10001216,Newell 339,VG-21790,Vivek Gonzalez,Consumer,8.34,3,0,2.1684
5031,CA-2017-139304,1/29/2017,02-02-2017,San Francisco,United States,Office Supplies,Supplies,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,VG-21790,Vivek Gonzalez,Consumer,8.57,1,0,2.2282
5032,CA-2017-139304,1/29/2017,02-02-2017,San Francisco,United States,Office Supplies,Binders,OFF-BI-10002498,Clear Mylar Reinforcing Strips,VG-21790,Vivek Gonzalez,Consumer,119.616,8,0.2,40.3704
5033,CA-2016-155166,12/26/2016,01-02-2017,Vineland,United States,Furniture,Chairs,FUR-CH-10003968,Novimex Turbo Task Chair,BB-11545,Brenda Bowman,Corporate,212.94,3,0,25.5528
5034,CA-2016-155166,12/26/2016,01-02-2017,Vineland,United States,Office Supplies,Appliances,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,BB-11545,Brenda Bowman,Corporate,26.49,1,0,7.4172
5035,CA-2015-103954,08-09-2015,8/13/2015,Milwaukee,United States,Furniture,Bookcases,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,HR-14770,Hallie Redmond,Home Office,687.4,5,0,48.118
5036,CA-2014-169803,04-06-2014,04-12-2014,Seattle,United States,Furniture,Tables,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",SC-20260,Scott Cohen,Corporate,653.55,3,0,111.1035
5037,CA-2014-169803,04-06-2014,04-12-2014,Seattle,United States,Technology,Accessories,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,SC-20260,Scott Cohen,Corporate,33.9,2,0,2.034
5038,CA-2017-141719,11/17/2017,11/21/2017,Naperville,United States,Technology,Accessories,TEC-AC-10003610,Logitech Illuminated - Keyboard,EG-13900,Emily Grady,Consumer,239.96,5,0.2,83.986
5039,CA-2015-136469,07-11-2015,07-12-2015,Wilmington,United States,Furniture,Tables,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",TS-21370,Todd Sumrall,Corporate,199.836,4,0.3,-37.1124
5040,CA-2015-136469,07-11-2015,07-12-2015,Wilmington,United States,Technology,Phones,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,TS-21370,Todd Sumrall,Corporate,716,2,0,193.32
5041,CA-2015-136469,07-11-2015,07-12-2015,Wilmington,United States,Office Supplies,Binders,OFF-BI-10004492,Tuf-Vin Binders,TS-21370,Todd Sumrall,Corporate,221.06,7,0,103.8982
5042,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Office Supplies,Paper,OFF-PA-10002421,Embossed Ink Jet Note Cards,AI-10855,Arianne Irving,Consumer,67.71,3,0,32.5008
5043,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Office Supplies,Appliances,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,AI-10855,Arianne Irving,Consumer,129.92,4,0,38.976
5044,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Furniture,Furnishings,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",AI-10855,Arianne Irving,Consumer,467.46,9,0,191.6586
5045,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Office Supplies,Paper,OFF-PA-10001363,Xerox 1933,AI-10855,Arianne Irving,Consumer,61.4,5,0,28.858
5046,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Office Supplies,Storage,OFF-ST-10001496,Standard Rollaway File with Lock,AI-10855,Arianne Irving,Consumer,720.76,4,0,187.3976
5047,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Office Supplies,Binders,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,AI-10855,Arianne Irving,Consumer,5.184,3,0.2,1.8144
5048,CA-2016-158694,11-10-2016,11/13/2016,Los Angeles,United States,Office Supplies,Art,OFF-AR-10001227,Newell 338,AI-10855,Arianne Irving,Consumer,14.7,5,0,3.969
5049,US-2014-104759,3/31/2014,04-04-2014,Chicago,United States,Office Supplies,Binders,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,DD-13570,Dorothy Dickinson,Consumer,8.134,7,0.8,-13.8278
5050,US-2014-104759,3/31/2014,04-04-2014,Chicago,United States,Technology,Accessories,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,DD-13570,Dorothy Dickinson,Consumer,79.984,2,0.2,13.9972
5051,CA-2015-150511,9/18/2015,9/24/2015,Des Moines,United States,Office Supplies,Paper,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",AB-10060,Adam Bellavance,Home Office,18.54,2,0,8.7138
5052,CA-2015-134922,11-07-2015,11-11-2015,Philadelphia,United States,Office Supplies,Envelopes,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",KB-16240,Karen Bern,Corporate,24.4,2,0.2,7.93
5053,US-2017-120607,5/19/2017,5/19/2017,Atlanta,United States,Office Supplies,Paper,OFF-PA-10003129,Tops White Computer Printout Paper,JC-15775,John Castell,Consumer,195.64,4,0,91.9508
5054,CA-2015-141243,01-03-2015,01-08-2015,Dallas,United States,Technology,Accessories,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,AH-10465,Amy Hunt,Consumer,398.4,5,0.2,84.66
5055,CA-2015-141243,01-03-2015,01-08-2015,Dallas,United States,Office Supplies,Art,OFF-AR-10001246,Newell 317,AH-10465,Amy Hunt,Consumer,7.056,3,0.2,0.7938
5056,CA-2015-141243,01-03-2015,01-08-2015,Dallas,United States,Furniture,Bookcases,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,AH-10465,Amy Hunt,Consumer,1352.3976,9,0.32,-437.5404
5057,CA-2015-162166,09-08-2015,09-11-2015,Moreno Valley,United States,Office Supplies,Paper,OFF-PA-10002606,Xerox 1928,NM-18520,Neoma Murray,Consumer,26.4,5,0,11.88
5058,CA-2015-162166,09-08-2015,09-11-2015,Moreno Valley,United States,Office Supplies,Storage,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,NM-18520,Neoma Murray,Consumer,41.88,6,0,0.8376
5059,CA-2016-120796,04-03-2016,04-07-2016,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",CS-11950,Carlos Soltero,Consumer,99.846,9,0.7,-83.205
5060,CA-2016-109722,12-05-2016,12-07-2016,Georgetown,United States,Technology,Phones,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),TP-21130,Theone Pippenger,Consumer,699.98,2,0,195.9944
5061,CA-2016-109722,12-05-2016,12-07-2016,Georgetown,United States,Office Supplies,Storage,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,TP-21130,Theone Pippenger,Consumer,584.82,9,0,70.1784
5062,CA-2015-136798,05-08-2015,05-12-2015,Minneapolis,United States,Office Supplies,Binders,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,DL-12925,Daniel Lacy,Consumer,43.98,2,0,21.99
5063,CA-2015-136798,05-08-2015,05-12-2015,Minneapolis,United States,Technology,Phones,TEC-PH-10000441,VTech DS6151,DL-12925,Daniel Lacy,Consumer,377.97,3,0,105.8316
5064,CA-2015-136798,05-08-2015,05-12-2015,Minneapolis,United States,Furniture,Furnishings,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",DL-12925,Daniel Lacy,Consumer,123.96,3,0,11.1564
5065,CA-2017-122196,9/22/2017,9/24/2017,Wilmington,United States,Technology,Phones,TEC-PH-10004977,GE 30524EE4,CA-12265,Christina Anderson,Consumer,391.98,2,0,113.6742
5066,CA-2017-142090,11/30/2017,12-07-2017,Burlington,United States,Technology,Accessories,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,SC-20380,Shahid Collister,Consumer,383.976,3,0.2,81.5949
5067,CA-2017-142090,11/30/2017,12-07-2017,Burlington,United States,Furniture,Tables,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,SC-20380,Shahid Collister,Consumer,1781.682,7,0.4,-653.2834
5068,CA-2017-160934,1/15/2017,1/19/2017,Los Angeles,United States,Office Supplies,Art,OFF-AR-10003504,Newell 347,TT-21460,Tonja Turnell,Home Office,21.4,5,0,6.206
5069,CA-2014-124478,08-08-2014,08-12-2014,Trenton,United States,Technology,Copiers,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,MA-17560,Matt Abelman,Home Office,549.99,1,0,274.995
5070,CA-2014-124478,08-08-2014,08-12-2014,Trenton,United States,Office Supplies,Appliances,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",MA-17560,Matt Abelman,Home Office,167.535,3,0.1,37.23
5071,CA-2014-124478,08-08-2014,08-12-2014,Trenton,United States,Office Supplies,Envelopes,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,MA-17560,Matt Abelman,Home Office,38.34,3,0,17.253
5072,CA-2014-124478,08-08-2014,08-12-2014,Trenton,United States,Furniture,Furnishings,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,MA-17560,Matt Abelman,Home Office,53.88,6,0,22.6296
5073,CA-2014-124478,08-08-2014,08-12-2014,Trenton,United States,Technology,Phones,TEC-PH-10001128,Motorola Droid Maxx,MA-17560,Matt Abelman,Home Office,299.98,2,0,83.9944
5074,CA-2015-145485,11-05-2015,11-05-2015,San Francisco,United States,Office Supplies,Storage,OFF-ST-10000649,Hanging Personal Folder File,JM-16195,Justin MacKendrick,Consumer,62.8,4,0,15.7
5075,CA-2017-151071,4/25/2017,4/29/2017,Los Angeles,United States,Office Supplies,Binders,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",MB-18085,Mick Brown,Consumer,13.904,2,0.2,4.5188
5076,CA-2014-134572,4/20/2014,4/22/2014,Houston,United States,Furniture,Tables,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,SV-20365,Seth Vernon,Consumer,744.1,5,0.3,-95.67
5077,CA-2014-134572,4/20/2014,4/22/2014,Houston,United States,Office Supplies,Storage,OFF-ST-10004634,"Personal Folder Holder, Ebony",SV-20365,Seth Vernon,Consumer,44.84,5,0.2,5.605
5078,CA-2014-134572,4/20/2014,4/22/2014,Houston,United States,Furniture,Tables,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,SV-20365,Seth Vernon,Consumer,401.59,2,0.3,-131.951
5079,CA-2017-143217,11-11-2017,11/17/2017,Milwaukee,United States,Office Supplies,Binders,OFF-BI-10002949,Prestige Round Ring Binders,CG-12040,Catherine Glotzbach,Home Office,18.24,3,0,8.5728
5080,US-2017-133312,11/25/2017,11/29/2017,San Francisco,United States,Furniture,Bookcases,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",BD-11500,Bradley Drucker,Consumer,359.499,3,0.15,-29.6058
5081,US-2017-133312,11/25/2017,11/29/2017,San Francisco,United States,Office Supplies,Storage,OFF-ST-10001325,Sterilite Officeware Hinged File Box,BD-11500,Bradley Drucker,Consumer,10.48,1,0,2.8296
5082,US-2015-137533,12/18/2015,12/18/2015,Cleveland,United States,Office Supplies,Paper,OFF-PA-10003441,Xerox 226,JK-15640,Jim Kriz,Home Office,20.736,4,0.2,7.2576
5083,CA-2016-155138,09-08-2016,09-12-2016,Monroe,United States,Technology,Accessories,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,JM-15580,Jill Matthias,Consumer,35.168,4,0.2,8.3524
5084,CA-2016-155138,09-08-2016,09-12-2016,Monroe,United States,Office Supplies,Paper,OFF-PA-10000501,Petty Cash Envelope,JM-15580,Jill Matthias,Consumer,64.704,3,0.2,23.4552
5085,CA-2016-108350,06-06-2016,06-09-2016,Lowell,United States,Office Supplies,Paper,OFF-PA-10003656,Xerox 1935,SC-20230,Scot Coram,Corporate,105.52,4,0,48.5392
5086,CA-2015-144302,6/19/2015,6/23/2015,Dallas,United States,Office Supplies,Binders,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",ME-17320,Maria Etezadi,Home Office,5.792,2,0.8,-9.5568
5087,CA-2015-109001,03-05-2015,03-09-2015,Philadelphia,United States,Technology,Phones,TEC-PH-10000562,Samsung Convoy 3,KN-16390,Katherine Nockton,Corporate,466.158,7,0.4,-93.2316
5088,CA-2015-109001,03-05-2015,03-09-2015,Philadelphia,United States,Technology,Accessories,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,KN-16390,Katherine Nockton,Corporate,10.312,1,0.2,-1.289
5089,CA-2015-109001,03-05-2015,03-09-2015,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10003529,Avery Round Ring Poly Binders,KN-16390,Katherine Nockton,Corporate,2.556,3,0.7,-1.7892
5090,CA-2017-132738,08-04-2017,08-07-2017,Loveland,United States,Office Supplies,Paper,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),HM-14860,Harry Marie,Corporate,7.968,2,0.2,2.8884
5091,CA-2017-132738,08-04-2017,08-07-2017,Loveland,United States,Office Supplies,Envelopes,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",HM-14860,Harry Marie,Corporate,8.784,1,0.2,3.1842
5092,CA-2017-156720,12/30/2017,01-03-2018,Loveland,United States,Office Supplies,Fasteners,OFF-FA-10003472,Bagged Rubber Bands,JM-15580,Jill Matthias,Consumer,3.024,3,0.2,-0.6048
5093,CA-2015-119102,5/23/2015,5/27/2015,Woonsocket,United States,Office Supplies,Storage,OFF-ST-10004507,Advantus Rolling Storage Box,KH-16690,Kristen Hastings,Corporate,51.45,3,0,13.8915
5094,US-2014-140452,12-06-2014,12-10-2014,Chicago,United States,Office Supplies,Appliances,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,BK-11260,Berenike Kampe,Consumer,14.016,4,0.8,-31.536
5095,US-2014-140452,12-06-2014,12-10-2014,Chicago,United States,Furniture,Tables,FUR-TA-10004086,KI Adjustable-Height Table,BK-11260,Berenike Kampe,Consumer,214.95,5,0.5,-120.372
5096,US-2014-140452,12-06-2014,12-10-2014,Chicago,United States,Technology,Phones,TEC-PH-10000307,Shocksock Galaxy S4 Armband,BK-11260,Berenike Kampe,Consumer,35.04,4,0.2,-7.008
5097,US-2014-140452,12-06-2014,12-10-2014,Chicago,United States,Furniture,Furnishings,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,BK-11260,Berenike Kampe,Consumer,10.776,3,0.6,-4.8492
5098,US-2014-140452,12-06-2014,12-10-2014,Chicago,United States,Office Supplies,Binders,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,BK-11260,Berenike Kampe,Consumer,4.6,2,0.8,-8.05
5099,US-2014-140452,12-06-2014,12-10-2014,Chicago,United States,Office Supplies,Storage,OFF-ST-10002485,Rogers Deluxe File Chest,BK-11260,Berenike Kampe,Consumer,35.168,2,0.2,-8.3524
5100,CA-2015-141936,08-07-2015,08-12-2015,Bakersfield,United States,Office Supplies,Binders,OFF-BI-10002194,Cardinal Hold-It CD Pocket,PN-18775,Parhena Norris,Home Office,19.152,3,0.2,6.4638
5101,CA-2014-158442,3/17/2014,3/17/2014,Dallas,United States,Office Supplies,Art,OFF-AR-10003732,Newell 333,AZ-10750,Annie Zypern,Consumer,4.448,2,0.2,0.3336
5102,CA-2014-158442,3/17/2014,3/17/2014,Dallas,United States,Office Supplies,Paper,OFF-PA-10002195,Xerox 1966,AZ-10750,Annie Zypern,Consumer,5.184,1,0.2,1.8792
5103,CA-2014-158442,3/17/2014,3/17/2014,Dallas,United States,Office Supplies,Paper,OFF-PA-10002365,Xerox 1967,AZ-10750,Annie Zypern,Consumer,15.552,3,0.2,5.4432
5104,CA-2015-167374,3/26/2015,3/30/2015,Philadelphia,United States,Office Supplies,Paper,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,GM-14500,Gene McClure,Consumer,40.032,6,0.2,12.51
5105,CA-2015-167374,3/26/2015,3/30/2015,Philadelphia,United States,Technology,Accessories,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",GM-14500,Gene McClure,Consumer,16.776,3,0.2,5.0328
5106,CA-2014-116568,12/14/2014,12/20/2014,Deltona,United States,Furniture,Chairs,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",BM-11785,Bryan Mills,Consumer,186.304,4,0.2,13.9728
5107,CA-2015-147102,9/19/2015,9/26/2015,Columbus,United States,Technology,Accessories,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,NH-18610,Nicole Hansen,Corporate,66.36,4,0,23.226
5108,CA-2017-132213,4/25/2017,4/26/2017,Nashville,United States,Office Supplies,Art,OFF-AR-10004078,Newell 312,PN-18775,Parhena Norris,Home Office,42.048,9,0.2,5.256
5109,CA-2017-132213,4/25/2017,4/26/2017,Nashville,United States,Office Supplies,Art,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,PN-18775,Parhena Norris,Home Office,67.92,5,0.2,6.792
5110,CA-2014-138450,10/18/2014,10/22/2014,Philadelphia,United States,Office Supplies,Envelopes,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",EH-13765,Edward Hooks,Corporate,52.512,6,0.2,19.692
5111,CA-2014-138450,10/18/2014,10/22/2014,Philadelphia,United States,Office Supplies,Storage,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",EH-13765,Edward Hooks,Corporate,186.912,6,0.2,-35.046
5112,CA-2014-138450,10/18/2014,10/22/2014,Philadelphia,United States,Office Supplies,Paper,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",EH-13765,Edward Hooks,Corporate,10.048,4,0.2,3.14
5113,CA-2015-153073,11/13/2015,11/13/2015,Chicago,United States,Furniture,Furnishings,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",HA-14905,Helen Abelman,Consumer,17.496,9,0.6,-7.4358
5114,CA-2016-147970,1/31/2016,02-02-2016,Dallas,United States,Office Supplies,Paper,OFF-PA-10003936,Xerox 1994,AB-10150,Aimee Bixby,Consumer,15.552,3,0.2,5.4432
5115,CA-2016-150658,11/17/2016,11/22/2016,Carlsbad,United States,Office Supplies,Binders,OFF-BI-10004140,Avery Non-Stick Binders,MS-17365,Maribeth Schnelling,Consumer,10.776,3,0.2,3.3675
5116,CA-2017-125640,7/25/2017,7/29/2017,Philadelphia,United States,Office Supplies,Labels,OFF-LA-10004178,Avery 491,DD-13570,Dorothy Dickinson,Consumer,3.304,1,0.2,1.0738
5117,CA-2017-154137,11-11-2017,11/17/2017,New York City,United States,Office Supplies,Storage,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,MT-17815,Meg Tillman,Consumer,35.48,1,0,0
5118,CA-2015-127173,9/26/2015,10-03-2015,Oceanside,United States,Office Supplies,Fasteners,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",GM-14500,Gene McClure,Consumer,34.44,3,0,16.1868
5119,CA-2015-127173,9/26/2015,10-03-2015,Oceanside,United States,Technology,Machines,TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,GM-14500,Gene McClure,Consumer,629.93,7,0,296.0671
5120,CA-2015-127173,9/26/2015,10-03-2015,Oceanside,United States,Office Supplies,Binders,OFF-BI-10000088,GBC Imprintable Covers,GM-14500,Gene McClure,Consumer,79.056,9,0.2,28.6578
5121,CA-2014-149538,04-04-2014,04-08-2014,Lafayette,United States,Office Supplies,Storage,OFF-ST-10004180,Safco Commercial Shelving,KB-16585,Ken Black,Corporate,232.55,5,0,9.302
5122,CA-2014-149538,04-04-2014,04-08-2014,Lafayette,United States,Technology,Accessories,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,KB-16585,Ken Black,Corporate,99.98,2,0,42.9914
5123,CA-2014-149538,04-04-2014,04-08-2014,Lafayette,United States,Office Supplies,Paper,OFF-PA-10003797,Xerox 209,KB-16585,Ken Black,Corporate,19.44,3,0,9.3312
5124,CA-2014-149538,04-04-2014,04-08-2014,Lafayette,United States,Office Supplies,Paper,OFF-PA-10002195,Xerox 1966,KB-16585,Ken Black,Corporate,12.96,2,0,6.3504
5125,CA-2014-160766,9/14/2014,9/14/2014,New York City,United States,Furniture,Tables,FUR-TA-10001039,KI Adjustable-Height Table,DM-13015,Darrin Martin,Consumer,464.292,9,0.4,-108.3348
5126,CA-2014-160766,9/14/2014,9/14/2014,New York City,United States,Office Supplies,Envelopes,OFF-EN-10001099,Staple envelope,DM-13015,Darrin Martin,Consumer,68.46,7,0,31.4916
5127,CA-2014-160766,9/14/2014,9/14/2014,New York City,United States,Technology,Machines,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,DM-13015,Darrin Martin,Consumer,2799.96,4,0,1371.9804
